Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
"312592";"3S/N417661S/NS/NS/N188";"UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO";"UNIMED NORTE FLUMINENSE";"Cooperativa Médica";"RUA 1S/N DE MAIO";"254";;"CENTRO";"Itaperuna";"RJ";"283S/NS/NS/NS/NS/N";"22";"382493S/NS/N";"382493S/NS/N";"unimed@unimednf.coop.br";"JOÃO PAULINO DA SILVA PRAZERES";"DIRETOR PRESIDENTE";5;"1998-12-21"
"323S/N55";"69S/N87922S/NS/NS/N184";"UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED DE ITUVERAVA";"Cooperativa Médica";"RUA CORONEL FLAUZINO BARBOSA SANDOVAL";"148S/N";;"CIDADE UNIVERSITÁRIA";"Ituverava";"SP";"145S/NS/NS/NS/NS/N";"16";"383S/N3S/NS/NS/N";"383S/N3S/N2S/N";"diretoria@unimednortepaulista.com.br";"EDUARDO AUGUSTO DE LIMA PORTIOLI";"PRESIDENTE";5;"1998-12-21"
"366S/N64";"78953S/N23S/NS/NS/N1S/N8";"UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO";"Cooperativa Médica";"RUA DOS EXPEDICIONARIOS";"337";;"CENTRO";"Jacarezinho";"PR";"864S/NS/NS/NS/NS/N";"43";"35112S/NS/NS/N";"35112S/N27";"unimed@unimednortepioneiro.com.br";"ANTONIO VENDRAMIN FILHO";"DIRETOR PRESIDENTE";5;"1998-12-17"
"324213";"S/N9237S/NS/N9S/NS/NS/N195";"UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO EM RECUPERAÇÃO JUDICIAL";"UNIMED NORTE/NORDESTE";"Cooperativa Médica";"AV. CARNEIRO DA CUNHA";"64";;"TORRE";"João Pessoa";"PB";"58S/N4S/N24S/N";"83";"3S/N4825S/NS/N";"3S/N48275S/N";"operadora@unimed-nne.com.br";"VICENTE JUSTINIANO BARBOSA NETO";"REPRESENTANTE LEGAL JUNTO A ANS";5;"1998-12-18"
"335479";"29135795S/NS/NS/N127";"UNIMED NOVA FRIBURGO-SOC.COOP.SERV.MED.HOSP.LTDA.";"UNIMED SERRANA RJ";"Cooperativa Médica";"RUA PRUDENTE DE MORAES";"6S/N";;"VILA NOVA";"Nova Friburgo";"RJ";"2863S/NS/N1S/N";"22";"251981S/NS/N";"251981S/N1";"regulacao.ans@unimedserranarj.coop.br";"ANTONIO FABIANO CHICRE DA COSTA";"DIRETOR PRESIDENTE";5;"1998-12-21"
"344397";"28714533S/NS/NS/N154";"UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO";"UNIMED NOVA IGUAÇU";"Cooperativa Médica";"RUA CORONEL BERNARDINO DE MELO";"1879";;"CENTRO";"Nova Iguaçu";"RJ";"2625514S/N";;;"3759829S/N";"grc@unimedni.coop.br";"JOE GONÇALVES SESTELLO";"DIRETOR PRESIDENTE";5;"1998-12-22"
"3S/N5227";"7842S/N783S/NS/NS/N15S/N";"UNIMED OESTE DO PARANA - COOPERATIVA DE TRABALHO MEDICO";;"Cooperativa Médica";"AVENIDA BRASILIA ";"2291";;"CENTRO";"Medianeira";"PR";"85884S/NS/NS/N";"45";"324S/N82S/NS/N";"324S/N82S/N1";"medianeira@unimedpr.coop.br";"MARCO AURELIO FARINAZZO";"PRESIDENTE";5;"1998-12-17"
"36214S/N";"1S/N219897S/NS/NS/N1S/NS/N";"UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED OESTE DO PARA COOP TRABALHO MEDICO";"Cooperativa Médica";"TRAVESSA DOM AMANDO";"911";;"SANTA CLARA";"Santarém";"PA";"68S/NS/N542S/N";;;;"regulamentacao@unimedoestedopara.coop.br";"ALBERTO MARIANO GUSMÃO TOLENTINO";"REPRESENTANTE";5;"1998-12-21"
"415S/N14";"S/N6S/N9117S/NS/NS/NS/N1S/N5";"UNIMED OS BANDEIRANTES COOPERATIVA DE TRABALHO MÉDICO";"UNIMED OS BANDEIRANTES";"Cooperativa Médica";"RUA CAMPOS SALLES";"1S/N13";;"CENTRO";"Itatiba";"SP";"1325S/N36S/N";"11";"453494S/NS/N";"453494S/N7";"diretoria@unimedosbandeirantes.com.br";"ALEXANDRE AUGUSTO REDONDANO";"DIRETOR PRESIDENTE";5;"2S/NS/N4-11-3S/N"
"3S/N99S/N7";"37313475S/NS/NS/N148";"UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO";"UNIMED PALMAS";"Cooperativa Médica";"Q ACSU SO 4S/N RUA NS A";"SN";"CONJ S/N2 LOTE S/N8 ANDAR 1";"PLANO DIRETOR SUL";"Palmas";"TO";"77S/N15554";"63";"3S/N2558S/NS/N";;"diretor.presidente@unimedpalmas.com.br";"MAURICIO THOMAS KAWAI COSTA";"DIRETOR PRESIDENTE";5;"1998-12-24"
"324523";"4S/N96S/N189S/NS/NS/N189";"UNIMED PARAIBA - FEDERAÇAO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO";"UNIMED PARAIBA";"Cooperativa Médica";"AV. CARNEIRO DA CUNHA";"89";;"TORRE";"João Pessoa";"PB";"58S/N4S/N24S/N";"83";"32213993";"32219345";"unimedpb@unimedpb.com.br";"GUALTER LISBOA RAMALHO";"PRESIDENTE";5;"1998-12-21"
"3S/N4344";"4294S/N528S/NS/NS/N19S/N";"UNIMED PARÁ DE MINAS COOPERATIVA DE TRABALHO MÉDICO LTDA.";"UNIMED CENTRO-OESTE";"Cooperativa Médica";"Avenida Presidente Vargas";"2725";;"Senador Valadares";"Pará de Minas";"MG";"35661S/N44";"37";"323799S/NS/N";;"juridico@unimed238.com.br";"MARCIO DE MELO MORAIS";"DIRETOR PRESIDENTE";5;"1998-12-17"
"37S/N681";"8S/N871551S/NS/NS/N16S/N";"UNIMED PATO BRANCO SOCIEDADE COOPERATIVA DE MÉDICOS";"UNIMED PATO BRANCO";"Cooperativa Médica";"RUA TAMOIO";"253";;"CENTRO";"Pato Branco";"PR";"855S/N1S/N67";"46";"21S/N13S/NS/NS/N";"21S/N13S/NS/N1";"patobranco@unimedpr.coop.br";"RICARDO ANTONIO  HOPPEN";"DIRETOR PRESIDENTE";5;"1998-12-17"
"336467";"S/N83158S/N6S/NS/NS/N18S/N";"UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED PATOS";"Cooperativa Médica";"AV DOUTOR PEDRO FIRMINO";"295";;"BRASÍLIA";"Patos";"PB";"587S/NS/N35S/N";"83";"34214111";"34215557";"gerencia@unimedpatos.com.br";" AUGUSTO MARCIO DE MELLO E SILVA SOARES";"PRESIDENTE";5;"1998-12-21"
"353S/N6S/N";"38499547S/NS/NS/N156";"UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO LTDA.";"UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO";"Cooperativa Médica";"AV. BRASIL";"966";;"CENTRO";"Patos de Minas";"MG";"387S/NS/N188";"34";"382S/N1632";;"unimedpatosdeminas@unimedpatosdeminas.com.br";"ANDERSON AFONSO";"REPRESENTANTE";5;"1998-12-17"
"355593";"41687179S/NS/NS/N184";"UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA.";"UNIMED PATROCÍNIO";"Cooperativa Médica";"AVENIDA DOM JOSE ANDRE COIMBRA";"1426";;"CENTRO";"Patrocínio";"MG";"3874S/NS/NS/NS/N";"34";"38395666";"38395666";"unimed@unimedpatrocinio.com.br";"CARLO NANSEN ROSSI";"PRESIDENTE";5;"1998-12-17"
"311375";"8987S/N547S/NS/NS/N151";"UNIMED PELOTAS/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.";"UNIMED PELOTAS/RS";"Cooperativa Médica";"RUA ALMIRANTE BARROSO";"23S/N9";"CASA";"CENTRO";"Pelotas";"RS";"96S/N1S/N28S/N";"53";"33S/N949S/NS/N";"33S/N94923";"regulacao@unimedpelotas.com.br";"MAURÍCIO  ALBERTO GOLDBAUM JÚNIOR";"PRESIDENTE";5;"1998-12-21"
"323993";"288S/N6545S/NS/NS/N1S/N9";"UNIMED PETROPOLIS-RJ COOPERATIVA DE TRABALHO MÉDICO";"UNIMED PETROPOLIS";"Cooperativa Médica";"RUA D. PEDRO I";"465";;"CENTRO";"Petrópolis";"RJ";"2561S/NS/N2S/N";"24";"993S/N4496";;"regulacao@unimedpetropolis.coop.br";"CLAUDIO SERGIO BATISTA ";"PRESIDENTE ";5;"1998-12-24"
"362832";"891S/NS/N135S/NS/NS/N132";"UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA.";"UNIMED PLANALTO CENTRAL RS";"Cooperativa Médica";"AVENIDA GENERAL CAMARA";"589";;"CENTRO";"Cruz Alta";"RS";"98S/N2578S/N";"S/N5";"533219S/NS/N7";"533219S/NS/N3";"dir@unimedS/N61.com.br";"DIEGO MIRANDA CARAFFA";"REPRESENTANTE LEGAL";5;"1998-12-22"
"319384";"876S/N7149S/NS/NS/N111";"UNIMED PLANALTO MÉDIO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.";"UNIMED PLANALTO MÉDIO";"Cooperativa Médica";"RUA LAVA PÉS";"1898";"2º ANDAR";"NONOAI";"Passo Fundo";"RS";"99S/N1S/N17S/N";"54";"331763S/NS/N";"33176328";"secretaria@unimedpf.com.br";"FRANCISCO JOSE DOS SANTOS NETO ";"PRESIDENTE";5;"1998-12-22"
"349712";"777817S/N6S/NS/NS/N162";"UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO";"UNIMED PONTA GROSSA";"Cooperativa Médica";"RUA SANTOS DUMONT";"1S/N36";;"CENTRO";"Ponta Grossa";"PR";"84S/N1S/N36S/N";"42";"322S/N7S/NS/N1";;"mery@unimedpg.com.br";"ANDERSON GHIROTTI BREGA";"DIRETOR DE SAÚDE";5;"1998-12-17"
"353876";"S/NS/N73S/N439S/NS/NS/N17S/N";"UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED PONTAL DO TRIÂNGULO";"Cooperativa Médica";"RUA ITUIUTABA";"555";;"CENTRO";"Iturama";"MG";"3828S/NS/NS/NS/N";"34";"34119S/NS/NS/N";"34119S/N31";"gerencia@unimedpontal.coop.br";"GILMAR DIAS DE ALMEIDA QUEIROZ";"DIRETOR PRESIDENTE";5;"1998-12-17"
"343722";"S/N1S/N12474S/NS/NS/N116";"UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED PONTE NOVA E REGIÃO";"Cooperativa Médica";"AVENIDA DOM BOSCO";"447";;"PALMEIRAS";"Ponte Nova";"MG";"3543S/N232";"31";"38198551";;"gerencia@unimedpontenova.com.br";"SAMUEL MARCUS ALVES JORGE";"DIRETOR PRESIDENTE";5;"1998-12-16"
"3525S/N1";"87S/N96616S/NS/NS/N196";"UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.";"UNIMED PORTO ALEGRE";"Cooperativa Médica";"AV VENANCIO AIRES";"1S/N4S/N";;"BOM FIM";"Porto Alegre";"RS";"9S/NS/N4S/N192";"51";"99749S/NS/N7";;"normaseobrigacoes@unimedpoa.com.br";"MARCIO PIZZATO";"Presidente do Conselho de Administração";4;"1998-12-21"
"337374";"S/N5657234S/NS/NS/N12S/N";"UNIMED PORTO VELHO - SOCIEDADE COOPERATIVA MÉDICA LTDA";"UNIMED PORTO VELHO ";"Cooperativa Médica";"AVENIDA CARLOS GOMES";"1259";;"CENTRO";"Porto Velho";"RO";"768S/N11S/N9";"69";"32172S/N16";;"unimed@unimedportovelho.coop.br";"SALEH MAHMOUD ABDUL RAZZAK";"PRESIDENTE";5;"1998-12-23"
"316148";"41781949S/NS/NS/N153";"UNIMED POÇOS DE CALDAS - SOC. COOP. DE TRAB. E SERVIÇOS MÉDICOS";"UNIMED POCOS DE CALDAS";"Cooperativa Médica";"AVENIDA GENTIL MESSIAS";"217";;"VILA CRUZ";"Poços de Caldas";"MG";"377S/N1528";"35";"37297425";"372933S/NS/N";"ans@unimedpc.coop.br";"ODILON TREFÍGLIO NETO";"DIRETOR PRESIDENTE";5;"1998-12-18"
"344885";"11214624S/NS/NS/N128";"UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO";"UNIMED RECIFE COOPERATIVA DE TRABALHO MÉDICO";"Cooperativa Médica";"AV. LINS PETIT";"14S/N";;"PAISSANDU";"Recife";"PE";"5S/NS/N7S/N225";"81";"34138S/N86";"34138S/NS/NS/N";"rdiretor@unimedrecife.com.br";"MARIA DE LOURDES CORREA DE ARAÚJO";"REPRESENTANTE";5;"1998-12-21"
"311847";"4921S/N966S/NS/NS/N142";"UNIMED REGIONAL DA BAIXA MOGIANA - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED BAIXA MOGIANA";"Cooperativa Médica";"AVENIDA MOGI MIRIM";"2679";;"JARDIM GUAÇU MIRIM";"Mogi Guaçu";"SP";"13844115";"19";"383197S/NS/N";"38918436";"unimed@unimedbxm.coop.br";"DILVO FERREIRA LOPES";"PRESIDENTE";5;"1998-12-16"
"3S/N61S/NS/N";"81715716S/NS/NS/N177";"UNIMED REGIONAL DE CAMPO MOURÃO COOP TRAB MEDICO ";"UNIMED REGIONAL DE CAMPO MOURÂO";"Cooperativa Médica";"AV.JOSE CUSTODIO DE OLIVEIRA";"1385";;"CENTRO";"Campo Mourão";"PR";"873S/NS/NS/N2S/N";"44";"35187S/NS/NS/N";;"marcos@unimedcampomourao.com.br";"ANTONIO CARLOS CARDOSO";"DIRETOR PRESIDENTE";5;"1998-12-17"
"316458";"41511429S/NS/NS/N12S/N";"UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED  FLORIANO";"Cooperativa Médica";"AV EURIPEDES DE AGUIAR";"943";;"CENTRO";"Floriano";"PI";"648S/NS/NS/NS/NS/N";"89";"35211133";"35216652";"unimed@unimedfloriano.com.br";"LUIMAR DE JESUS SANTOS";"PRESIDENTE";5;"1998-12-21"
"313475";"69612158S/NS/NS/N119";"UNIMED REGIONAL DE PICOS - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED REGIONAL DE PICOS";"Cooperativa Médica";"PÇA FELIX PACHECO";"676";;"CENTRO";"Picos";"PI";"646S/NS/NS/NS/NS/N";"89";"34223616";"34221177";"unimedpicos@uol.com.br";"LUIS EVANDRO SANTOS LOPES";"PRESIDENTE";6;"1998-12-21"
"3S/N6762";"S/N2322S/N43S/NS/NS/N119";"UNIMED REGIONAL JAU - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED REGIONAL JAÚ";"Cooperativa Médica";"RUA ALVARO FLORET";"565";;"VILA HILST";"Jaú";"SP";"172S/N7S/N2S/N";"14";"36S/N289S/NS/N";"36S/N289S/N1";"diretoria@unimedjau.com.br";"PAULO DE CONTI";"DIRETOR PRESIDENTE";5;"1998-12-18"
"371254";"76767219S/NS/NS/N182";"UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO";"UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO";"Cooperativa Médica";"AV. BENTO MUNHOZ DA ROCHA NETO";"75S/N";;"-";"Maringá";"PR";"87S/N3S/NS/N1S/N";"44";"32217938";;"margarete.valente@unimedmaringa.com.br";"LAI PON MENG";"PRESIDENTE";5;"1998-12-17"
"3S/N5472";"33546979S/NS/NS/N157";"UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MÉDICO LTDA";"UNIMED REGIONAL SUL/GO";"Cooperativa Médica";"RUA JOAO MANOEL DE SOUZA";"889";;"CENTRO";"Itumbiara";"GO";"75526S/N3S/N";"64";"34322S/NS/NS/N";"34322S/N32";"unimed@unimeditumbiara.com.br";"ANTÔNIO RICARDO COKELY RIBEIRO";"DIRETOR EXECUTIVO DE PROVIMENTO À SAÚDE";5;"1998-12-24"
"35S/N648";"8964S/N452S/NS/NS/N141";"UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.";"UNIMED REGIÃO DA CAMPANHA/RS";"Cooperativa Médica";"AV 7 DE SETEMBRO";"679";;"CENTRO";"Bagé";"RS";"964S/NS/NS/NS/N6";"S/N5";"332429331";"332429599";"gerencia@unimedcampanha.com.br";"GLENO CERIOLI";"REPRESENTANTE";5;"1998-12-22"
"328375";"92316124S/NS/NS/N1S/N7";"UNIMED REGIÃO DA FRONTEIRA - RS COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.";"UNIMED REGIÃO DA FRONTEIRA - RS";"Cooperativa Médica";"AV. 24 DE MAIO";"1S/N16";;"CENTRO";"Sant'Ana do Livramento";"RS";"9757345S/N";"55";"3242984S/N";;"contabil@unimedfronteira.com.br";"LUIZ ANTONIO COSTAGUTA ARRUDA";"PRESIDENTE";5;"1998-12-22"
"353698";"S/NS/N532888S/NS/NS/N1S/N3";"UNIMED REGIÃO DA PRODUÇÃO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA";"UNIMED REGIÃO DA PRODUÇÃO/RS";"Cooperativa Médica";"AV. PÁTRIA";"1795";;"SOMMER";"Carazinho";"RS";"995S/NS/NS/NS/NS/N";"54";"33298S/NS/NS/N";"333S/N2187";"unimed@unimed3S/N3.com.br";"LUIZ CARLOS COLLE THOMÉ";"PRESIDENTE";5;"1998-12-22"
"33S/N566";"687S/N9211S/NS/NS/N131";"UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO";"UNIMED RESENDE";"Cooperativa Médica";"RUA NICOLAU TARANTO";"239";;"COMERCIAL";"Resende";"RJ";"27542S/N2S/N";"24";"33544477";"33547472";"ans@unimedresende.coop.br";"DR. JOÃO ALBERTO DA CRUZ";"DIRETOR PRESIDENTE";5;"1998-12-21"
"337871";"84313741S/NS/NS/N112";"UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA";"UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA";"Cooperativa Médica";"RUA JOSÉ DE MELO";"418";;"BOSQUE";"Rio Branco";"AC";"699S/N833S/N";"68";"21S/N64546";"21S/N64545";"crd.ans@unimedrb.com.br";"MARCUS VINICIUS SHOITI YOMURA";"PRESIDENTE";6;"1998-12-21"
"32S/N251";"37275625S/NS/NS/N176";"UNIMED RIO VERDE COOPERATIVA TRABALHO MEDICO";"UNIMED RIO VERDE";"Cooperativa Médica";"RUA COSTA GOMES";"2S/N8";;"CENTRO";"Rio Verde";"GO";"759S/N1S/N5S/N";"64";"21S/N14967";"21S/N149S/NS/N";"juridico@unimedrv.com.br";"MARCIO EMRICH CAMPOS";"PRESIDENTE";5;"1998-12-24"
"359777";"24676884S/NS/NS/N167";"UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA";"UNIMED RONDONÓPOLIS";"Cooperativa Médica";"RUA RIO BRANCO";"933";;"CENTRO";"Rondonópolis";"MT";"787S/NS/N18S/N";"66";"343928S/NS/N";;"diretoria@unimedrondonopolis.com.br";"RICARDO CORREA GONZALES";"DIRETOR PRESIDENTE";5;"1998-12-24"
"346276";"58837188S/NS/NS/N1S/N7";"UNIMED SALTO/ITU - COOPERATIVA MÉDICA";"UNIMED SALTO/ITU - COOPERATIVA MÉDICA";"Cooperativa Médica";"RODOVIA JOSÉ NELSON SCHINCARIOL (RODOVIA";"25S/NS/N";;"CANJICA";"Itu";"SP";"133S/N1914";"11";"46S/N288S/NS/N";"46S/N288S/N9";"ans@unimedsaltoitu.com.br";"ARNALDO PASSAFINI NETO";"DIRETOR PRESIDENTE";5;"1998-12-18"
"3197S/N8";"87497368S/NS/NS/N195";"UNIMED SANTA MARIA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA";;"Cooperativa Médica";"RUA GASPAR MARTINS";"1482";;"NOSSA SENHORA MEDIANEIRA";"Santa Maria";"RS";"97S/N6S/N26S/N";"55";"3S/N286577";;"unimedsm@unimedsm.com.br";"ERNANI CLOVIS BULOW";"PRESIDENTE";5;"1998-12-22"
"331872";"6S/N214517S/NS/NS/N1S/N5";"UNIMED SAO JOSE DOS CAMPOS - COOPERATIVA DE TRABALHO MEDICO";"UNIMED SJC";"Cooperativa Médica";"AVENIDA CASSIANO RICARDO";"4S/N1";"1S/N ANDAR. ED. HYDE PARK";"JARDIM AQUÁRIUS";"São José dos Campos";"SP";"1224687S/N";"12";"S/N8S/NS/N7S/N71S/N19";"21394S/N51";"delcia.araujo@unimedsjc.com.br";"FÁBIO ROBERTO DA SILVA BAPTISTA";"DIRETOR PRESIDENTE";5;"1998-12-16"
"3351S/NS/N";"451S/NS/N138S/NS/NS/N1S/N9";"UNIMED SAO JOSÉ DO RIO PRETO - COOP. DE TRABALHO MÉDICO";"UNIMED SAO JOSÉ DO RIO PRETO";"Cooperativa Médica";"AV BADY BASSITT";"3877";;"VILA IMPERIAL";"São José do Rio Preto";"SP";"15S/N157S/NS/N";"17";"32S/N21111";;"regulacao@unimedriopreto.com.br";"MARCELO LUCIO DE LIMA ";"PRESIDENTE";5;"1998-12-18"
"4168S/N1";"1S/N414182S/NS/NS/N1S/N9";"UNIMED SAÚDE E ODONTO S.A";;"Medicina de Grupo";"ALAMEDA MINISTRO ROCHA AZEVEDO";"346";"4º ANDAR";"CERQUEIRA CÉSAR";"São Paulo";"SP";"S/N141S/NS/NS/NS/N";"11";"32659996";;"compliance@segurosunimed.com.br";"AGENOR FERREIRA DA SILVA FILHO";"DIRETOR";1;"2S/NS/N8-12-3S/N"
"S/NS/NS/N7S/N1";"S/N4487255S/NS/NS/N181";"UNIMED SEGUROS SAÚDE S/A";"SEGUROS UNIMED";"Seguradora Especializada em Saúde";"ALAMEDA MINISTRO ROCHA AZEVEDO";"346";"Edifício Seguros. andares térreo ao 9º. ";"CERQUEIRA CESAR";"São Paulo";"SP";"S/N141S/N9S/N1";"11";"32659996";"32659S/N49";"compliance@segurosunimed.com.br";"AGENOR FERREIRA DA SILVA FILHO";"DIRETOR";1;"2S/NS/N1-S/N7-3S/N"
"337668";"1336S/N276S/NS/NS/N122";"UNIMED SERGIPE - COOPERATIVA DE TRABALHO MÉDICO";"UNMED SERGIPE - COOPERATIVA DE TRABALHO MEDICO";"Cooperativa Médica";"RUA SOCORRO";"1S/NS/N";;"SAO JOSE";"Aracaju";"SE";"49S/N153S/NS/N";"79";"21S/N78772";"21S/N7873S/N";"contabilidade@unimedse.com.br";"AUGUSTO CESAR SANTOS ESMERALDO";"DIRETOR PRESIDENTE";3;"1998-12-23"
"325571";"87827689S/NS/NS/N1S/NS/N";"UNIMED SERRA GAUCHA/RS COOPERATIVA DE ASSISTENCIA A SAUDE LTDA";"UNIMED SERRA GAUCHA";"Cooperativa Médica";"RUA MOREIRA CESAR";"24S/NS/N";;"PIO X";"Caxias do Sul";"RS";"95S/N34S/NS/NS/N";"54";"322S/N2S/NS/NS/N";;"regulacao.ans@unimedserragaucha.com.br";"ERICA ROSA SALET";"DIRETOR TÉCNICO";5;"1998-12-22"
"349534";"24S/N14235S/NS/NS/N1S/N9";"UNIMED SETE LAGOAS COOPERATIVA TRABALHO MÉDICO";"UNIMED SETE LAGOAS COOPERATIVA TRABALHO MEDICO";"Cooperativa Médica";"RUA CORONEL RANDOLFO SIMÕES";"281";;"BOA VISTA";"Sete Lagoas";"MG";"357S/NS/N1S/N2";"31";"21S/N61946";;"ans@unimedsetelagoas.coop.br";"CLEBER RONALDO VALADARES";"DIRETOR PRESIDENTE";5;"1998-12-17"
"348295";"45399961S/NS/NS/N159";"UNIMED SOROCABA COOPERATIVA DE TRABALHO MÉDICO";"UNIMED SOROCABA";"Cooperativa Médica";"Rodovia Raposo Tavares. KM 1S/N3 + 67S/N met";"1S/N367S/N";"KM 1S/N3 + 67S/N metros Lote D-2/A-2";"Região Oeste ";"Sorocaba";"SP";"18S/N52775";"15";"32293884";;"regulacaoans@unimedsorocaba.coop.br";"GUSTAVO RIBEIRO NEVES";"REPRESENTANTE";5;"1998-12-18"
"343153";"24294787S/NS/NS/N1S/NS/N";"UNIMED SOUSA - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED SOUSA";"Cooperativa Médica";"RUA MANOEL GADELHA FILHO";"37";"TERREO";"CENTRO";"Sousa";"PB";"588S/N2S/NS/NS/N";"83";"35221334";"35224245";"unimedss@uol.com.br";"ANA BEATRIZ MELO GADELHA SARMENTO";"PRESIDENTE";6;"1998-12-21"
"324175";"71S/N64539S/NS/NS/N152";"UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MÉDICO";"UNIMED SUDOESTE DE MINAS";"Cooperativa Médica";"AV. DR. BRENO SOARES MAIA";"264";;"BELO HORIZONTE";"Passos";"MG";"379S/NS/N11S/N";"35";"352926S/NS/N";"3529263S/N";"unimed@unimedsudoestemg.coop.br";"CLAUDIO ANTONIO FELIX DE OLIVEIRA";"DIRETOR PRESIDENTE";5;"1998-12-18"
"327468";"669163S/N5S/NS/NS/N156";"UNIMED SUDOESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO";"UNIMED SUDOESTE PAULISTA";"Cooperativa Médica";"AV. CORONEL ACÁCIO PIEDADE";"771";;"CENTRO";"Itapeva";"SP";"184S/NS/N18S/N";"15";"35249S/NS/NS/N";"35249S/NS/NS/N";"diretoria@unimedsudoestepaulista.coop.br";"RODNEY LESTER ABUD";"DIRETOR PRESIDENTE";5;"1998-12-18"
"32S/N7S/N6";"3244S/N968S/NS/NS/N125";"UNIMED SUL CAPIXABA COOPERATIVA DE TRABALHO MÉDICO";"UNIMED SUL CAPIXABA";"Cooperativa Médica";"AV FRANCISCO LACERDA DE AGUIAR";"46";;"GILBERTO MACHADO";"Cachoeiro de Itapemirim";"ES";"293S/N33S/NS/N";"28";"21S/N16255";"21S/N16253";"secexecutiva@unimedsulcapixaba.coop.br";"FERNANDO LEMGRUBER PRADO COSTA";"DIRETOR PRESIDENTE";5;"1998-12-16"
"353S/N27";"57149775S/NS/NS/N14S/N";"UNIMED SUL PAULISTA - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED SUL PAULISTA";"Cooperativa Médica";"RUA DOUTOR VIRGILIO DE REZENDE";"81S/N";;"CENTRO";"Itapetininga";"SP";"182S/NS/NS/N46";"15";"327571S/NS/N";"327571S/NS/N";"contato@unimedsulpaulista.coop.br";"MARCOS DE ALMEIDA CUNHA";"DIRETOR PRESIDENTE";5;"1998-12-18"
"354S/N31";"45359213S/NS/NS/N142";"UNIMED SÃO CARLOS - COOPERATIVA DE TRABALHO MÉDICO";"UNIMED SAO CARLOS";"Cooperativa Médica";"RUA VICENTE PELICANO";"945";;"AZULVILLE";"São Carlos";"SP";"13571S/NS/NS/N";"16";"21S/N773S/NS/N";;"ansunimedsc@unimedsaocarlos.com.br";"BOLÍVAR SOARES MENDJOUD";"PRESIDENTE";1;"1998-12-22"
